helpful,funny,Community_award,Recommend_flag,play_time,posted,Review_content,geme_nums,after_comment
558,93,23,0,1450.7," November 10, 2020",['Too many hackers'],29,0
222,27,15,0,1043.7," September 28, 2020","['to many cheaters and valve do nothing against them.', '  kitfi born 1981 playing since 99', '275 products in account', '0', '294 people found this review helpful', '91 people found this review funny 15', 'Recommended', '36,229.9 hrs on record', 'Posted: January 14, 2021', ""❤️ Yeah, it's ok. ❤️"", '  A Girl That Plays Counter-Strike', '27', '93 people found this review helpful', '89 people found this review funny 0', 'Recommended', '1,937.8 hrs on record', 'Posted: May 12, 2018', 'Sucked my life away 10/10']",1,0
164,459,4,1,1930.1," March 2, 2020","['logged a couple hours I guess its okay', '  Commend me if I top frag', '153 products in account', '13', '49 people found this review helpful', '33 people found this review funny 1', 'Recommended', '7,965.7 hrs on record', 'Posted: June 4, 2014', 'Chicken models are fantastic.', '10/10']",536,3
44,44,3,1,20.9, May 26,"[""TY GABEN FOR MAKING SUCH A GREAT GAME! MY WIFE'S BOYFRIEND AND I ENJOYED PLAYING IT TOGETHER!""]",1,0
197,23,0,1,35," November 27, 2013","['CS:GO is a simulator of the well known computer game ""Counter-Strike""']",1,2
85,46,4,1,764.4," October 16, 2022",['Made me kill my wife'],81,0
110,22,5,1,141.1," November 28, 2022",['When Source 2 ?'],1,0
430,259,0,1,453.6," August 25, 2014",['I rate this game 8 out of 10 russians.'],314,1
27,7,3,1,508.9," December 15, 2019",['v uhg'],114,0
589,239,0,1,421.9," June 27, 2017",['Full of russians and toxic people but still a great game'],1,25
712,68,0,0,12301.8," December 22, 2016","[""Seems like Valve has completely forgotten about this game. After 2.5k hours + I can honestly say it is one of the best games I have ever played. However, now I'm at the top end of the game, you struggle to find a legit game where there isn't any cheaters. You have to go to third party websites which charge monthly to play without cheaters, and even then there is still the odd few. So if you're a casual gamer looking for a time wasting game this is for you, however if you're willing to invest thousands of hours into this game to try and reach the top I wouldn't recommend it until Valve sorts out their anti-cheat (Which will never happen)."", 'Keep adding Stat-Trak music kits and gloves to a 64-tick broken game Valve.']",161,49
80,29,8,1,612.7," July 11, 2020",['voice_enable 0'],75,1
43,2,0,1,1587.7," March 27, 2021",['A good FPS but too many cheaters or smurfer...'],580,0
29,24,5,0,2618.5," December 30, 2019","['I love this game. No one should ever play it', '  simpuru (real?)', '225 products in account', '2', '179 people found this review helpful', '53 people found this review funny 4', 'Recommended', '1,471.2 hrs on record', 'Posted: May 8, 2021', 'ok', '  Halid Bešlić', '0', '137 people found this review helpful', '51 people found this review funny 0', 'Recommended', '4,068.4 hrs on record', 'Posted: January 28, 2018', 'i mean the game is not bad, but it can be also improved', '  Аз сам Чеченецааа!!1!', '16 products in account', '5', '1,752 people found this review helpful', '316 people found this review funny 0', 'Recommended', '957.6 hrs on record', 'Posted: December 7, 2018', 'Tap tap']",1,0
1236,611,0,1,1422," October 11, 2014","['SAID THAT I AM FROM RUSSIA', '@', 'GOT AN INSTAKICK', '11/10 BEST COMMUNITY OUT OF THERE! WOULD PLAY AGAIN!']",701,26
371,609,1,1,13752.6," June 19, 2018","['This game is:', '10% luck', '20% skill', '15% concentrated power of will', '5% pleasure', '50% pain', 'and 100% reason to purchase this game']",1,0
179,217,1,1,1584.2," November 26, 2019","['""Review or update your review of a game you nominated""']",9321,33
297,43,0,0,1656.9," September 2, 2018","['Huge cheating problem on Australian servers. Small groups of cheaters/leeches are working together and ruining it for the entire cohort.', ""We need much harsher punishments for players queuing with cheaters. They should be temporarily banned from prime for 4 weeks along with the cheaters' bans.""]",1,25
119,31,0,0,378.5," May 6, 2021","['It should be written in the game description : play with friends only.', 'Otherwise you will end up playing with the most toxic community you can find in games.', ""And I'm not even talking about cheaters.."", 'Us: hey valve, the game is infested with cheaters, please do something..', 'Valve: OK here is some more in game chickens...']",1,0
33,0,0,1,672.3," July 6, 2014","['That type of game which could relate to sweet old times of 90s when games were both challenging and simple enough to offer thousands of hours of gametime and still not being completely satiated.', 'CSGO puts the CS title back on top of the competetive games and is a rightful king with undefeated throne for a long, long time.', 'The skillcap of this game ranges from a total casual player to a hardcore pro and cannot be described be words how many factors differentiate a pro from a noob.', 'This is the true and only FPS online game to play in 2014 onwards.']",1,1
143,1,0,1,694," July 5, 2014","['Best Stalingrad Simulator 2014. Realistic war experience.', 'You got no friends? No problem. Just play competitive and get matched with 4 russian-strangers. Learn some russian words and fight with your new friends for VICTORY!', ""You just have to buy the uber P(ro)90 russian gun - Spray'n Pray!"", '9.5/10 Would play with my non-gay-russians again - Putin', 'gg wp ez win.', '  Reepenia #ClashGG', '5', '93 people found this review helpful', '9 people found this review funny 0', 'Recommended', '30,284.0 hrs on record', 'Posted: November 26, 2016', 'Hello girls and guys !', 'If you have option to download evidence to overwatch suspects (reported accounts) for cheating, please open it and atleast do one per day. If we all do only one overwatch per day, we probably will reduce big % of cheaters in CS:GO.', 'Also if you can and have option to make prime account....JUST DO IT ! (better for you and your nerves)', 'Good luck to all and have a nice days :)', '  ¡¡¡¡¡60Knives,Gloves & Skin', '1,199 products in account', '11', '26 people found this review helpful 80', 'Recommended', '242.8 hrs on record', 'Posted: May 23, 2022', ""Let's roll, agent!"", ""BTW,i love lowlife musicbox, i really recommend this musicbox, it's inspiring and the last 45 seconds bgm when bomb planted could make you nervous."", '  ⎛⎞Cossack Elysium⎛⎞', '20 products in account', '0', '167 people found this review helpful', '151 people found this review funny 16', 'Recommended', '1,553.6 hrs on record', 'Posted: May 27, 2021', 'counter-fart: globally offensive scent']",1,11
219,120,1,1,2240.7," November 27, 2016",['Best fps game in da world'],415,18
49,14,9,1,948.5," August 9, 2022","[""the perfect game for people who want to learn different languages. you'll never learn as fast as you do here, telling someone you're ♥♥♥♥♥♥♥ their mother."", '  twoja stara', '0', '123 people found this review helpful', '33 people found this review funny 10', 'Recommended', '3,114.1 hrs on record', 'Posted: March 23', ""Lord Gaben saw that CS:GO doesn't have a number 2 title so Counter-Strike 2 is COMING!!"", '⣿⣿⣿⣿⣿⣿⣿⡿⠟⠛⠉⠉⠉⠉⠋⠉⠉⠙⠛⠛⠻⠿⢿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⠿⠋⠁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⠉⠻⣿⣿⣿⣿⣿', '⣿⣿⡟⠁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠙⢻⣿⣿⣿', '⣿⠏⠄⠄⠄⠄⠄⠄⠄⠄⢀⣔⢤⣄⡀⠄⡄⡀⠄⠄⠄⠄⠄⠄⠄⠄⠄⢻⣿⣿', '⠏⠄⠄⠄⠄⠄⠄⠄⢀⣀⣨⣵⣿⣿⣿⣿⣧⣦⣤⣀⣿⣷⡐⠄⠄⠄⠄⠄⢿⣿', '⠄⠄⠄⠄⠄⠄⠐⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀⠄⠄⠄⢚⣿', '⣆⠄⠄⠄⠄⠄⠄⢻⣿⣿⣿⣿⡿⠛⠛⠛⠛⣿⢿⣿⣿⣿⡿⢟⣻⣄⣤⣮⡝⣿', '⣿⠆⠄⠄⠄⠄⠄⠄⠄⠄⠉⠘⣿⡗⡕⣋⢉⣩⣽⣬⣭⣶⣿⣿⣿⣿⣝⣻⣷⣿', '⣿⣦⡀⠄⠄⠠⢀⠄⠄⠁⠄⠄⣿⣿⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣿', '⣿⣿⣿⡆⠄⠄⠰⣶⡗⠄⠄⠄⣿⣿⣿⣿⣦⣌⠙⠿⣿⣿⣿⣿⣿⣿⣿⡛⠱⢿', '⣿⣿⣿⣿⡀⠄⠄⠿⣿⠄⠄⠄⠨⡿⠿⠿⣿⣟⣿⣯⣹⣿⣿⣿⣿⣿⣿⣿⣦⡀', '⣿⣿⣿⣿⣷⠄⠄⠄⢷⣦⠄⠄⠐⢶⢾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇', '⣿⣿⣿⣿⣿⣧⡄⠄⠄⠉⠄⠄⠄⢉⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠄', '⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠈⠛⠿⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⠄⠄', '⣿⠿⠛⠉⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠘⠿⢿⣿⣿⣿⣿⣿⠿⠋⠄⠄⠄⠄']",638,5
875,951,4,0,4713.7," April 14, 2020","['This game will ruin any ambitions you have in real life. This game will consume all your energy, money and happiness. You might start as a casual player, enjoying the fun parts of the game. But the more you play, the more you descend into this pit of pure mental torture. This game will make even the most calm person into a raging toxic human being in some point of playing. The sheer toxicity this game causes even suppasses neurosis of the traditional road rage.', ""You're better off hot railing meth than playing this godforsaken game."", 'For every moment of fun and accomplishment you get 5 moments of desperation in this addicting hell hole.', ""Now when it comes to skins. The marketing and hype for skins is absolutely incredible. Valve did a good job creating a platform, where having expensive items that do jack'all is considered that of a higher social status, somehow similar to buying expensive branded clothes. Of course a lot of people don't care about skins. But let me tell you. Once you start getting into the game more. You start seeing yourself improving as you go on. And you will absolutely spend money on skins rather than buying a new game or something different on steam. It's an ego trap. Everyone thinks they are on a road to becoming the best player, which gives them a justification for spending money on useless ♥♥♥♥, and for the more mentaly unstable individuals... Gamble with those items, so that they get stuck in this loop of wanting to return to their base value by gambling more. Creating gambling addicts disguised as videogame players- What is even more damaging, is the fact that valve doesn't enforce the ratings of their games, even to the extent of microtransactions. Making teenagers without developed rational thinking fall down the rabbit hole on the same basis as non-consentable sexual conduct would have."", '2/10']",126,138
449,144,29,1,129.4," July 18, 2021","['⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄', '⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄', '⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄', '⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄', '⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄', '⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄', '⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄', '⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄', '⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄', '⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄', '⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄', '  Charlie Brown', '156 products in account', '17', '630 people found this review helpful', '68 people found this review funny 200', 'Recommended', '342.3 hrs on record', 'Posted: April 22', ""I am a 45 yo father, probably one of the oldest people playing this game. I am a single farther to my Son, who is 14 now. My son got this game for Christmas in 2021 from his uncle, so we installed it on his computer and he started playing. By the end of the week he had 24 hours on this game. This was horrible for me, as it was already hard for me to find ways to spend time with my son, as he is always out with his friends or just watching YouTube. So I decided to make a Steam account and get this game to see if I could maybe play alongside him. I loaded into the game, picked my character and started playing but I was stuck on what you where supposed to do. I asked my Son for help and he hosted a game for me to join. I loved it as it was the best time I had spent with my Son since my wife had died. This game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well. This game reminded me that there's fun to be had in everything, and it has brought both me and my Son many happy memories."", '  Uncle touched me', '30 products in account', '5', '109 people found this review helpful', '85 people found this review funny 1', 'Recommended', '2,823.7 hrs on record', 'Posted: December 7, 2019', 'Best FPS to enjoy with friends.', 'but', 'This game teaches you so much to prepare you for real-life (Not talking about shooting guns here, american students can ignore this review) Like:', 'Learning new curse words when playing with people of different regions.', 'Staying calm and learning patience when your team is noob or salty AF or worse you are the noob or salty or both.']",2000,15
260,107,12,0,975.3," August 8, 2021","['How to play CSGO:', 'Step 1: Download it for free.', 'Step 2: Get lvl 2.', 'Step 3: Queue up for Competitive.', 'Step 4: Get destroyed by 5 cheaters.', 'Step 5: Exit.', 'Step 6: Buy it.', 'Step 7: Open it again.', 'Step 8: Queue up for Competitive again.', 'Step 9: Team up with 4 russians and get destroyed by enemy team.', 'Step 10: Quit.', 'Step 11: Download/Buy cheats.', 'Step 12: Get banned.', 'Step 13: Get a virus.', 'Step 14: Cry.', 'Was this review helpful?', '  Mehmet Yan Hesap', '25 products in account', '18', '157 people found this review helpful', '23 people found this review funny 0', 'Recommended', '343.4 hrs on record', 'Posted: December 13, 2017', 'Rating: good (7/10)', 'Introduction', 'Counter-Strike: Global Offensive is a First Person Shooter set in a comptetetive scene where two teams battle for an objective. It is a stand-alone follow-up to the famous Counter-Strike mod from Half-Life where terrorists battle the Counter-Terrorists on different locations.', 'Gameplay & Story: 6/10', 'The gameplay consists of buying weapons and shooting your opponents. Easier said than done actually, since your opponents are either human players sitting on the other side of the world wide web or some AI programmed to shoot you first. CS:GO is for a reason the biggest competetive shooter on the market for years, since it offers great weapon balance, tactical possibilities for teams to approach and a large player base that keeps growning each day. The story behind the game is based on the oldschool Counter-Strike game, where one side takes the approach as terrorists either trying to plant a bomb or protect the hostages and other being Counter-Terrorists either try to protect a bomb site or trying to rescue the hostages held at Terrorist base.', 'The combat is absolutely fluid in CS:GO and there are barely any moments, that you could blame the broken hitboxes or the bad netcode for dying. People tend to rage and blame the bad balance on maps, weapons or programming of the game, however the success of this title proves that it is the best competetive shooter on the market. The challenge in this game is definetely to be able to rise through the ranks in competetive matches, playing against hackers on opposite team or some players on your team that want to teach you some bad words in russian or french. I am always thankful for such opportunities to improve my language skills and consider it just a chance of becoming even better if I did not win the match no matter the team stacks. Reaching Global Elite rank after around 200 hours, I can safely say that it is possible to rise to the top even when the odds are stacking against you.', 'The graphic when set to higher settings is actually pretty good, sadly the competetive scene barely allows it since there are certain tricks like setting your resolution lower on purpose to be able to aim better, that crash the feeling of this game in graphical matters. Most of the maps contain some details that make them distinguishable, like certain grapphiti on some maps. The interface is kept simple and almost transparent so that it does not disturb the concentration.', 'It is possible to consider progress by rising up the account level that comes from simply playing CS:GO in any form, there are forms of rising up your ranking by playing competetive or gathering skins for the weapons you are using or want to sell. Some people actually make money by playing this game and selling the skins on the steam market, so different ways to progress in and outside of the game. The biggest progress for me was improving my hand-to-eye coordination by playing it competetively.', 'Each weapon sound is unique for itself, and since the sound plays a great role in this game it is really important to get to know the sounds and be able to distinguish where the shooting is coming from. CS:GO fulfills its task really well. The music is played only in menues and during the highlights. The game music is nothing special, but since you can get/buy music kits to fit your music taste, Valve found a good workaround for not creating amazing music by themselves.', 'CS:GO has its reasons to be the Number One FPS in the ESL Scene and its popularity is currently only rising. It is great to see that it has not been abandoned by the developers after reaching its peak state, but still keeps getting updated. I would recommend trying CS:GO to every game, just to know what this game is that defines the global FPS market so much and while FPS fans might love it, some might well get turned off by the hardcore players or the cursing and spitting wanna-bes.', 'I hope this review helps you making the decision if its worth buying and installing this game. Rate and leave a comment if you enjoyed reading it.', '~ForestWolf']",1632,15
104,35,0,1,1586," May 13, 2019",['best game for ever but with a lot of cheater'],72,0
184,2,0,1,727.3," July 16, 2014","['Either you die like a b**** or you live long enough to be called a aimbotter.', '11/10 would chase chickens again']",1,0
840,724,0,1,1004.6," October 5, 2014",['wow i totally hit that guy wtf'],1,6
38,42,24,1,1918.6," May 31, 2020","['♥♥♥♥ game, ♥♥♥♥ anticheat, ♥♥♥♥ servers', 'but i still cant quit']",200,0
30,18,3,0,4265.1," November 12, 2018",['fix your game valve'],31,0
117,20,0,0,1950.9," October 10, 2019",['Too many hackers.'],20,7
126,9,7,1,12, June 27,"['Got a cat here.', 'Friends passing by can touch her and click Like to pet her once.', '＿ ＿＿', '／＞\u3000\u3000フ', '| \u3000_\u3000 _ l', '／` ミ＿xノ', '/\u3000\u3000\u3000 \u3000 |', '/\u3000 ヽ\u3000\u3000 ﾉ', '│\u3000\u3000|\u3000|\u3000|', '／￣|\u3000\u3000 |\u3000|\u3000|', '| (￣ヽ＿_ヽ_)__)', '二つ']",1,3
115,10,1,1,1945.8," March 27, 2019","[""Tl;dr - fun and a competitive game. Has it's toxic side just like any other multiplayer game. 8/10 would recommend it."", ""This game is the epitome of reflex. I love this game because it's simple yet the most complex of strategies can be implied. It doesn't just test your mechanical skill but also makes you really put in a mental effort. Really fun in a competitive 5 man lobby."", 'Pros:', 'Cons-', 'Hope Valve does something about the servers and add more features to this game instead of funding some ♥♥♥♥ p2w garbage like ARTIFACT that nobody gives a ♥♥♥♥ about.', '-Tips for new players:', '1. Get some friends to play with to begin with. More known players more the merrier.', '2. You can completely customise how the games looks for you. Crosshair, viewmodel etc can be adjusted for your convenience. Make use of it.', '3. Watch videos.', ""4. Indians/Pinoys on your team or general mic cancer teammates? Type enable_voice 0 in console.. you're welcome."", ""Conclusion: It's a fun game if you've a taste for competitiveness. Lower skill curve yet hard to master. 8/10 would recommend it."", ""My first review and it's long as ♥♥♥♥ I don't think most of you would read it- but for those who have regardless of whether you relate to my review or not, thank you for spending time on this. Really appreciate it. Sorry for any mistakes I've committed and have not noticed to change them.""]",151,17
122,13,0,1,3420.4," January 17, 2019","['CSGO is obviously a highly competitive game and highly team based aswell. hard to learn, difficult to master.', ""csgo takes alot of concentration for new players, you'll always meet frustrated people that can be annoying at certain point."", ""The game has more to offer then the looks of it. I'll recommend it.""]",89,3
300,318,38,1,3191.6," December 13, 2021","['Before I played this i had a big penis, two girlfriends and a lot of will to live. None of these things have changed, so I have no idea if this game is good.', '  Dark Lord', '13', '301 people found this review helpful', '171 people found this review funny 12', 'Recommended', '42.1 hrs on record', 'Posted: January 19, 2021', 'i hate this game']",63,0
65,13,0,1,3157.4," September 29, 2013",['INCREDBILE! Over 9000!!'],1,4
759,277,0,0,3993.1," November 28, 2017","['Hello guys, you maybe wondering why i down graded this game, well, if you\'re interested read on, and if you relate, please rate, cause i need for valve and csgo to ♥♥♥♥♥♥♥ see this cause 2 years of this ♥♥♥♥♥♥♥♥ has been enough. Im a antisocial guy, i dont have many friends, and i solo q alot, but the bad thing is? I get vote kicked like every ♥♥♥♥♥♥♥ match that i play cause im doing something ""wrong"" I just got banned today, why you may ask? because i planted bomb (I was last alive and i was going against 3 people, and i was top fragging, with 28 kills, and the person below me with 11) and he got pissed that I hid behind car, (he said i should find somewhere else, i said no) so he voted to kick me, and because im in SILVER everyone ♥♥♥♥♥♥♥ votes yes, so here i go, again after 2 years of this constant ♥♥♥♥, being banned for a week to play comp WHEN I DID NOTHING WRONG. I bought this game. I spent money on it. I should be able to ♥♥♥♥♥♥♥ enjoy it. NOT CONSTANTLY GET BANNED BECAUSE IM TRYING TO WIN THE ♥♥♥♥♥♥♥ GAME VALVE. So please, if you agree, rate this game down, and rate my comment up. im tried for 2 years and this ♥♥♥♥ is frustrating, how am i supposed to get out of silver?', '  Albert Einstein', '200 products in account', '110', '26 people found this review helpful', '1 person found this review funny 0', 'Recommended', '218.6 hrs on record', 'Posted: January 24, 2019', 'ANSWER A COMMON AND IMPORTANT QUESTION', 'Is there really much cheater in this game?', 'Well, the truth cannot be hidden ... Many big hackers, due to the excessive popularity of this game, update their cheats daily and provide it to a many of players.', 'But the main problem is that many times we do not face cheaters we face We face low self-esteem, low morale and low skills', 'From one level onwards, the players are so well prepared that we think the other side must be cheated to be able to aim our heads from a long distance with just one shot ak 47 in a very short time.', 'Instead of grumbling, raise your level', 'anyway', 'cs go is one of the best classic shooters that does not become obsolete due to its attractive and unique mechanism', 'Let me be honest with you! This game requires a lot of training and practice', 'It may look like a simple first-person shooter like other one , but it does not', 'Thanks to the loved ones who took the time to read my review !', '  ✪ I Am Mr3H', '235 products in account', '2', '47 people found this review helpful', '5 people found this review funny 0', 'Not Recommended', '1,296.4 hrs on record', 'Posted: December 18, 2018', 'This game was awesome back in the day, then hacks became an issue, then they released Prime where you only had a hacker occasionally, then they made it free to play and where you can buy Prime instead of it being earned. Now I get a hacker almost every game. My last game was actually 5 people all queued together using hacks. This game has been ruined for me and so many others. Shame on you Valve. For shame.']",1,6
43,79,0,1,2306.4," March 19, 2016","['I launched this game and witnessed history as de_dust2 is getting enough votes to become president of the United States by a landslide ( ͡° ͜ʖ ͡°)', 'And then witnessed history again as de_dust2 was separated from map pools and received a makeover, unlike the president of the United States ( ͡° ͜ʖ ͡°)']",1,11
1170,108,0,0,2489.9," August 22, 2017","[""After my 2000 hours put into this game. I have come to the conclusion this game became a money pit that will never care about the people who play it. Which is why it is filled with hackers, griefers, bad servers, toxic people like the 12 year olds who get their moms card and buy it and a knife feeding the money addiction of valve. If maybe for once they listened to the community this game wouldn't be a sack of ♥♥♥♥. Will this make me quit? No, because i want this game to be good but it wont be, EVER. So if youre thinking about buying it, please do not, save your money buy something worth your money like PLAYERUNKNOWN'S BATTLEGROUNDS which is killing every game out their. Look what happened to Shroud he quit Cloud9 to stream BATTLEGROUNDS and go further with his streaming career if you think you will be good enough to be pro, youre wrong you will never get there with the state of this game. Hitboxes are trash. Tick servers are bad. The community is garbage. The only way to play this game anymore is with a third-party service like ESEA because the people there really care about this game, and they know how to use good servers with 128 ticks. The only way this game with continue to live will be if they actually change things with it, But with valva that wont happen it took over a year for a new operation and only ever add cases causing people to waste their money on the rigged case system because they wont show their odds but ban the case sites that show the odds of the items that can be won. Yes there were scandals in the past but now people are more cautious and because of that valve is exploiting the people by making them buy their cases without giving the odds of them. This game is only there for people to spend money and make valve richer. They glove skins really? Is that a good idea valve giving people gloves. No. Stop making this game a money pit and actually do something to make this gmae playable otherwise it is dead as well as the professional scene."", 'why am i still playing this game.']",190,115
48,88,0,1,640," February 29, 2016","['Counter strike is a lovely game with a lovely community, its a perfect place for a malignant narcissist to flourish. If you love friendly interactions from all sorts of Ethnicities then this is your game.', 'Pros', '1. You can slowly get the money you paid for the game back with 1p drops in game', '2. If your rich you can show all the peasants how cool your knives look and make all the Russian children trade in their grain stores to buy a sand dune nova.', '3. Kill Terrorist ( big thumbs up from American players)', '4. A deep and engrossing story line and ranking system with so much context into the terrorists motivations.', 'Cons', '1.Terrorists are evil and no one tells me why, the game should be more politically correct or call them freedom, fighters.', '2. Game is old and I cant kill ISIS, may change in the future if valve wants to make this game an immersive experience.', '3. Lots of children with horrible voices that make you want to use a cheese grater on your skull.', '4. If you have friends you wont have them long as you will rage every time they let you die leading to you pouring piping hot tea on your sisters face.', '5. All developed nations decide to allow their troops to go to battle without body Armour making them spend their salary on equipment - 40000 immersion points.', '6. If you are British there is a whole wealth of opportunities to hear constant slaughtering of your language and a barrage of Tea hate which will be most disturbing.', 'In conclusion this Game is Fantastic with its revolutionary graphics, sweet jumpers for some terrorist and a real look into counter terrorism operations.', '  Tea Inquisitor', '13', '103 people found this review helpful', '4 people found this review funny 0', 'Recommended', '403.0 hrs on record', 'Posted: October 16, 2014', ""Both the competitive and guilty pleasure in my entire Steam library, CS:GO has captured both these conflictive aspects of mine spectacularly, as I've enjoyed over hundreds of hours, playing this joyous game. From the teamwork, player rankings, campaigns, competitive gameplay, music, replay value and much more, this game is a king amongst most modern, multi-player FPS' games and still going strong even over just a measly three years."", ""Just like its predecessors, the player assumes the role of either a counter-terrorist or a terrorist, both with their own unique missions, depending on the campaign in general. The newly added campaigns, Deathmatch and Arms race is a great exclusive extra if you're just a casual player, whereas there's the competitive session for the more experienced, intense and determined players out there."", ""With every match starting, you're brought into ''Freeze time.'' where you have a wide selection of guns in your disposal, just ready to be bought, either with the money you've earned by killing opponents, or indeed losing a match respectively, still giving the losing team a winning chance. While with your team, you could stick together as there are power in numbers, or go alone to face your opposing enemies. I wouldn't talk for every individual player out there, as I've seen power in experienced players. Trust me, I have witnessed a Russian veteran take down an entire army of 5 opponents, all in the same vicinity...and yes, he was a rageful one, indeed."", ""I also enjoyed the updated graphics and more immersive game environments. Definitely pushing the Source engine to its absolute limits but doesn't go too over the edge to miss the most important aspect of any game; the gameplay. The gameplay is near to being absolutely perfect, as you can easily navigate, along with the controls are fast and (sometimes) responsive, on the other hand, the radar being very relieable even in the most threatening of times, since you can detect enemies close to your location and either wait for them or hunt them down yourself or with your precious, numbered team. Just remember to tune down your mouse settings for aiming, as it does help much more."", 'The original music used is also a big step up, as it literally puts you into that zone of actually being prepared for one living frenzy of a match, each time around. From the beginning beat as you select your weapon and gear you will bring into combat each time, or from hearing the threatening tune of the planted bomb ticking away down to its initial explosion, the music definitely makes the game feel and look more surreal than it already is. And with an added bonus, with the Steam music player at its peak in popularity, the update with the musical kit useable in-game was a great move, as you can listen to classic music, as you slaughter your opponents joyfully.', ""I've also enjoyed the gun descriptions that tell the real-life history and origin in a very formal, informative and creative way. The statistics of the weapons also help out the player to figure out what weapon they will bring out, either if it means getting close and personal with a shotgun, sniping away with a rifle from a distance and even switching to second-hand pistols, when reloading your main gun that takes precious time, along with how they flesh out damage with a great, controlled accuracy. As you can tell, this game serves many different ideas, strategies, preferences and possibilities to each and every person who are against each other."", ""And yet another great thing to note is that this game gets multiple, yet fast updates. The homepage of the game mainly dishes out the latest CS:GO news, such as upcoming streaming matches with clans from different countries going toe to toe, or special deal offers on those elusive cases, if you're ever tempted to test your luck and hopefully get a rare skin to add to your growing collection of weapon skins. You can also create clans and watch your ranking system build up with friends and even create lobbies to secure that you will be in the most competitive games with your mates behind your back."", ""But my primary complaint with this wonderful game has got to be...the community. Yes, a lot of aspiring programmers and artists do a swell job at creating fantastic weapon skins and maps that when judged are simply classified as prefessional, but I'm not talking about those great people. I'm talking about the brash players that exemplify the dunning-kruger affect; where unskilled players rate their own abilities much higher than accurate and compare other players, in a much more biased fashion. It gets annoying pretty quickly, so I would usually block the most revolting swines who do this."", ""All in all, this game is a big, big, big recommendation from me and if you think I'm lying, just check top-selling games list at the start of the Steam page. There's a reason why this game is on the high ranking list, and that's due to its high and successful popularity.""]",134,0
29,4,14,1,11260.9," July 12, 2020","['Simple and fun... comes down to aim mostly, movement second and strategy third']",1,0
135,39,3,1,1301.1," April 17, 2021",['all cheater and scammer'],11,0
